Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extra[1]	extra[2]	extra[3]	extra[4]	extra[5]	extra[6]	hidden_rate1	hidden_rate2	q_12	q_13	q_21	q_23	q_31	q_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta[1]	speciation_beta[2]
534	-9633.761	-9648.041	14.28059	0.0448368	0.0445795	0.0570473	0.59416	0.591126	0.660477	0.000383899	0.000125425	0.00817064	0.00535518	0.00230578	0.0130782	0.0006472695	0.1469275	0.004589672	0.002495839	0.003193778	0.001147104	0.007733498	0.009231924	0.0687505	0.216389	0.0336664	0.392639	0.0133821	0.275173	0.0555661	0.0555676	0.0610958	0.736006	0.736025	0.809249	-2.89018	-2.89015	-2.79531	2.58366	1.37228
535	-9635.568	-9649.95	14.3823	0.0465883	0.0445795	0.0534569	0.639756	0.611061	0.63545	0.000286473	0.000125425	0.00817064	0.00545441	0.00207215	0.0150609	0.0005360032	0.136862	0.002991495	0.002495839	0.003601376	0.001154752	0.007733498	0.00936019	0.088993	0.36532	0.0536641	0.118506	0.0173222	0.356194	0.0578773	0.0555676	0.0566078	0.792876	0.761236	0.775486	-2.84943	-2.89015	-2.87161	2.61734	1.37228
536	-9633.828	-9648.683	14.85442	0.0486362	0.0469646	0.0542135	0.634437	0.611842	0.624262	0.000321134	0.000125425	0.00727252	0.00545441	0.00207215	0.0131671	0.0003662742	0.1411327	0.002991495	0.00142537	0.002568204	0.001339653	0.007733498	0.0123182	0.100474	0.283442	0.0605871	0.133794	0.0195569	0.402146	0.0603938	0.058549	0.0586763	0.786229	0.762212	0.763869	-2.80687	-2.83789	-2.83572	2.56636	1.2537
537	-9632.24	-9646.943	14.70305	0.0491082	0.0442417	0.0512685	0.67298	0.601559	0.64045	0.000259297	7.77337e-05	0.00476416	0.00892926	0.00119638	0.00827146	0.0003447479	0.1411327	0.003027909	0.001546654	0.003371258	0.001107775	0.007733498	0.0123182	0.0914691	0.308578	0.0659599	0.145659	0.0212912	0.367043	0.0610612	0.0552049	0.0581304	0.830064	0.750454	0.790223	-2.79588	-2.8967	-2.84507	2.60963	1.2537
538	-9635.871	-9650.18	14.30871	0.0464129	0.0474395	0.0547884	0.654091	0.661	0.709097	0.000259297	9.58276e-05	0.00438043	0.010523	0.0008371	0.00620545	0.0003790364	0.1521399	0.003549461	0.002494531	0.003481866	0.001395746	0.007055622	0.0123182	0.0645922	0.217906	0.0465785	0.154002	0.0150351	0.501886	0.057692	0.0591797	0.06301	0.804461	0.825204	0.878614	-2.85264	-2.82718	-2.76446	2.63505	1.2537
539	-9634.952	-9649.564	14.61216	0.0447716	0.0471514	0.0482077	0.572015	0.593583	0.588983	0.000166202	6.54294e-05	0.00191202	0.010523	0.000864796	0.00621221	0.0003621255	0.1435259	0.003105821	0.001635982	0.003481866	0.001725912	0.006141209	0.01285352	0.0885292	0.298659	0.0638398	0.211072	0.0206068	0.317292	0.0557567	0.0588575	0.0578696	0.701866	0.740898	0.728463	-2.88676	-2.83264	-2.84956	2.53274	1.22789
540	-9638.287	-9652.892	14.60464	0.0477993	0.0489452	0.0485137	0.589424	0.595533	0.575255	0.000235147	8.26219e-05	0.00191202	0.0105577	0.000864796	0.00810241	0.0003857619	0.1349217	0.003105821	0.002356424	0.003481866	0.001061204	0.007444023	0.0155679	0.0935025	0.29703	0.0634915	0.209921	0.0204944	0.315561	0.0594552	0.0610782	0.0582521	0.723583	0.743335	0.708941	-2.82253	-2.7956	-2.84297	2.49899	1.19096
541	-9642.678	-9657.482	14.80394	0.0502708	0.0459942	0.0479172	0.593425	0.535782	0.546085	0.000235147	7.4727e-05	0.00136426	0.0105577	0.000864796	0.00378799	0.0004009996	0.1509526	0.003039609	0.001534273	0.003481866	0.001426786	0.006715519	0.01592291	0.0755067	0.310584	0.0477123	0.2195	0.0167374	0.329961	0.0625445	0.0573993	0.0581911	0.728584	0.668647	0.677871	-2.77188	-2.85772	-2.84402	2.45522	1.14047
542	-9634.741	-9649.752	15.0109	0.0504969	0.0457775	0.0476582	0.618796	0.553975	0.568813	0.000255444	0.000107581	0.00110528	0.0105577	0.00108193	0.00522909	0.0004553665	0.1381256	0.003039609	0.001084226	0.003304185	0.001227138	0.009234243	0.01173324	0.0836608	0.344124	0.0528648	0.243204	0.0185449	0.257602	0.0628018	0.0570873	0.0581911	0.760298	0.691117	0.70448	-2.76777	-2.86317	-2.84402	2.49373	1.17501
543	-9633.372	-9648.244	14.8713	0.0522657	0.0499844	0.0502541	0.620673	0.586454	0.583379	0.000255444	0.000130939	0.00110528	0.00957445	0.000696993	0.00590198	0.0004768629	0.1462246	0.005035645	0.001754237	0.003450545	0.001227138	0.005897367	0.01173324	0.0828831	0.325097	0.0799429	0.240943	0.0159273	0.255207	0.0650129	0.0623169	0.061436	0.763873	0.732196	0.721847	-2.73317	-2.77552	-2.78976	2.46382	1.12937
544	-9633.146	-9647.983	14.83685	0.0475852	0.0489257	0.0523145	0.57805	0.587055	0.619438	0.000278607	0.000130939	0.00110528	0.00957445	0.000696993	0.0040655	0.0004352946	0.1450974	0.004976174	0.002191728	0.002614086	0.001227138	0.005897367	0.01173324	0.0828831	0.325097	0.0799429	0.240943	0.0159273	0.255207	0.0591332	0.0609934	0.0640115	0.710594	0.732947	0.769216	-2.82796	-2.79699	-2.74869	2.48631	1.14617
545	-9633.07	-9648.034	14.96481	0.0463114	0.0491679	0.0564126	0.562742	0.589481	0.668684	0.000278607	0.000171272	0.00110528	0.00957445	0.000696993	0.0040655	0.0004728098	0.1391929	0.004256113	0.001892536	0.002614086	0.001227138	0.008060513	0.009293745	0.175842	0.368337	0.0881279	0.0604956	0.0180458	0.289151	0.0575409	0.0612458	0.0691341	0.69146	0.73598	0.830773	-2.85526	-2.79286	-2.67171	2.48631	1.15596
546	-9631.99	-9646.799	14.80893	0.047338	0.0477123	0.0551686	0.60194	0.59574	0.677317	0.000278607	0.000171272	0.00136504	0.0127707	0.00054001	0.0037115	0.0005237944	0.1400023	0.004788163	0.001985677	0.002904708	0.001144796	0.006517188	0.01192205	0.175842	0.368337	0.0881279	0.0604956	0.0180458	0.289151	0.0588242	0.0594263	0.0672545	0.736462	0.744	0.842007	-2.8332	-2.82302	-2.69927	2.5273	1.1295
547	-9635.527	-9650.318	14.79176	0.0422344	0.0451578	0.0520973	0.541294	0.563915	0.638864	0.000360684	0.000158788	0.00136504	0.0170471	0.00054001	0.0037115	0.0004599244	0.1367561	0.004788163	0.001396549	0.002904708	0.001321953	0.006517188	0.009268832	0.375061	0.239236	0.214692	0.0392922	0.0117208	0.119998	0.0523421	0.0562488	0.0634153	0.655308	0.704218	0.793941	-2.94995	-2.87797	-2.75805	2.5273	1.26188
548	-9641.713	-9656.27	14.55699	0.0399914	0.0480222	0.0570756	0.559262	0.654154	0.766713	0.000485799	0.000158788	0.00136504	0.0197799	0.00054001	0.00593892	0.0004344738	0.1464515	0.003841241	0.001105583	0.003324032	0.001450909	0.007478407	0.01242113	0.402463	0.256715	0.157316	0.0421629	0.0125771	0.128765	0.049382	0.0598292	0.0696382	0.674352	0.817018	0.950967	-3.00817	-2.81626	-2.66444	2.61417	1.31744
549	-9638.207	-9652.585	14.378	0.0439187	0.0435245	0.0570756	0.592959	0.573027	0.741112	0.000515691	0.000157848	0.00136504	0.0197799	0.000327723	0.00539946	0.000533486	0.1461185	0.004369437	0.002088512	0.002662962	0.001036972	0.007478407	0.01242113	0.54799	0.180727	0.11075	0.0296826	0.0402007	0.0906504	0.0542537	0.0542083	0.0696382	0.716474	0.715874	0.919641	-2.91408	-2.91492	-2.66444	2.58067	1.43172
550	-9638.321	-9652.759	14.43789	0.0459722	0.0445385	0.0565459	0.61285	0.589087	0.744462	0.000535391	0.000157848	0.00083531	0.0100804	0.000327723	0.00539946	0.0004608411	0.146081	0.006202744	0.001756001	0.002690716	0.001350386	0.005360412	0.01091613	0.388947	0.128275	0.368836	0.0210678	0.0285333	0.064341	0.056796	0.0554758	0.0696382	0.753462	0.735949	0.923828	-2.86829	-2.89181	-2.66444	2.58521	1.4313
551	-9635.51	-9650.013	14.50319	0.0420642	0.0456794	0.0513099	0.576397	0.627315	0.699802	0.000899921	0.000107681	0.00083531	0.0100804	0.000362785	0.00539946	0.0003744942	0.1451177	0.004157791	0.002122811	0.002752988	0.001274044	0.005360412	0.009783081	0.288862	0.32336	0.100548	0.0531086	0.0719278	0.162193	0.0514553	0.0569647	0.0630932	0.707895	0.78369	0.868003	-2.96704	-2.86532	-2.76314	2.62158	1.4313
552	-9636.352	-9650.533	14.18169	0.0503061	0.0444545	0.048889	0.690323	0.609231	0.667278	0.000899921	0.000194732	0.00083531	0.0106187	0.000327636	0.00618037	0.0005067287	0.1451177	0.004708658	0.002811214	0.003868763	0.001274044	0.005360412	0.009783081	0.186563	0.280798	0.283215	0.0461183	0.0624605	0.140845	0.0617577	0.0553248	0.0600671	0.84963	0.761129	0.826372	-2.78454	-2.89453	-2.81229	2.62158	1.4313
553	-9634.923	-9649.625	14.70178	0.0536107	0.0435535	0.048889	0.703721	0.575954	0.647701	0.00136554	0.000312091	0.00083531	0.00823606	0.000326292	0.00801261	0.0005850276	0.1440105	0.004708658	0.001740481	0.002925975	0.001191988	0.005360412	0.01013612	0.0762474	0.328264	0.331089	0.0267274	0.0730187	0.164653	0.0653064	0.0540518	0.0600671	0.869356	0.719535	0.799611	-2.72867	-2.91781	-2.81229	2.58866	1.35318
554	-9636.035	-9650.168	14.13281	0.0531649	0.0435211	0.0516221	0.701498	0.584504	0.697165	0.00164645	0.000279695	0.00083531	0.00559348	0.000404079	0.0111429	0.0005811051	0.1472336	0.004708658	0.002413593	0.003446597	0.001360021	0.008319036	0.01013612	0.101569	0.105179	0.441045	0.0356037	0.0972684	0.219335	0.064398	0.0540518	0.0634835	0.869881	0.730125	0.857528	-2.74267	-2.91781	-2.75698	2.60327	1.3863
555	-9635.114	-9649.358	14.24414	0.0530117	0.0439334	0.0468169	0.683145	0.576234	0.609796	0.00164645	0.000279695	0.00124371	0.00559348	0.000404079	0.0086469	0.0006560122	0.1446125	0.004708658	0.001547242	0.003676758	0.001360021	0.008319036	0.01137755	0.0918808	0.0951459	0.398974	0.0322075	0.0314562	0.350335	0.0642066	0.0545672	0.0569664	0.84694	0.719787	0.751436	-2.74565	-2.90832	-2.86529	2.57952	1.39042
556	-9635.79	-9650.147	14.35644	0.048712	0.0438404	0.0422628	0.621794	0.576261	0.547597	0.00199777	0.00018665	0.00140494	0.00559348	0.00043084	0.0086469	0.0006706444	0.1446125	0.004262958	0.001898695	0.002940903	0.001360021	0.007186871	0.01137755	0.0918808	0.0951459	0.398974	0.0322075	0.0314562	0.350335	0.0583928	0.0545672	0.0510724	0.770251	0.719787	0.673688	-2.84056	-2.90832	-2.97451	2.57952	1.30876
557	-9635.334	-9650.027	14.69335	0.0534852	0.0434571	0.0443452	0.687882	0.576746	0.579978	0.00230355	0.000140666	0.00140494	0.00689653	0.000409683	0.0086469	0.0006334921	0.1414697	0.00355592	0.001585748	0.002940903	0.001003427	0.007186871	0.01200849	0.102965	0.216894	0.332947	0.0268774	0.0279585	0.292358	0.0639771	0.0541455	0.0536753	0.851232	0.72042	0.714164	-2.74923	-2.91608	-2.9248	2.58816	1.33536
558	-9638.067	-9652.932	14.86454	0.0534852	0.0464111	0.0444271	0.707806	0.634075	0.603816	0.00230355	0.000140666	0.00148684	0.00697766	0.000497063	0.0158378	0.0006849877	0.1452085	0.00355592	0.001660748	0.003213545	0.0008243051	0.007186871	0.01200849	0.105663	0.222575	0.341669	0.0158641	0.0286909	0.285538	0.0639771	0.057838	0.0536753	0.876035	0.791973	0.734973	-2.74923	-2.85011	-2.9248	2.61688	1.18171
559	-9636.037	-9650.372	14.33508	0.0461288	0.0426847	0.0443336	0.611044	0.577303	0.598016	0.00178123	0.000140666	0.00139338	0.00978463	0.000497063	0.0158378	0.0006796965	0.1422936	0.00355592	0.00186804	0.003208483	0.001450422	0.007335005	0.01200849	0.103023	0.217015	0.333134	0.0404488	0.0279742	0.278405	0.0554345	0.05318	0.0536753	0.751574	0.721007	0.727723	-2.89255	-2.93407	-2.9248	2.60697	1.25592
560	-9636.764	-9651.344	14.58015	0.0474997	0.0437098	0.0438485	0.62927	0.602616	0.614383	0.0026655	0.000140666	0.000908206	0.00978463	0.000610529	0.0210666	0.0006131597	0.1401115	0.004748941	0.00135958	0.003208483	0.001450422	0.007335005	0.009308881	0.103023	0.217015	0.333134	0.0404488	0.0279742	0.278405	0.0560427	0.0544614	0.0536753	0.774356	0.752507	0.741645	-2.88164	-2.91026	-2.9248	2.62592	1.14492
561	-9637.66	-9652.037	14.37728	0.0454466	0.0439476	0.0449981	0.609974	0.604795	0.622491	0.00186485	0.000220721	0.000908206	0.00779396	0.000610529	0.0132908	0.0006155043	0.1364821	0.005609823	0.002045806	0.003208483	0.00103663	0.006489116	0.01298324	0.103023	0.217015	0.333134	0.0404488	0.0279742	0.278405	0.0544772	0.0546586	0.0551123	0.752726	0.755231	0.7615	-2.90997	-2.90665	-2.89838	2.62592	1.14492
562	-9637.996	-9652.652	14.65583	0.0454645	0.040557	0.0466333	0.589349	0.537514	0.625152	0.00186485	0.000210428	0.000643303	0.00928968	0.000733693	0.0132908	0.0005987272	0.1371571	0.00349812	0.002264307	0.003329677	0.0009029925	0.005854552	0.01298324	0.102586	0.216095	0.331721	0.0445174	0.0278556	0.277224	0.0544995	0.0504332	0.0574875	0.725074	0.670975	0.764827	-2.90956	-2.98711	-2.85619	2.58808	1.16722
563	-9635.54	-9650.21	14.66981	0.0427945	0.0433095	0.0499876	0.576286	0.586084	0.684828	0.00114701	0.000313839	0.00066125	0.00928968	0.000733693	0.0132908	0.0005210918	0.1394282	0.003591571	0.002264307	0.003096392	0.0008316357	0.007595644	0.01298324	0.102586	0.216095	0.331721	0.0445174	0.0278556	0.277224	0.0520594	0.0537446	0.0616579	0.708746	0.731688	0.839422	-2.95537	-2.92351	-2.78615	2.61111	1.10588
564	-9633.698	-9648.542	14.84413	0.0479683	0.0433551	0.0528662	0.622789	0.572529	0.684209	0.00183675	0.00035943	0.00211087	0.00928968	0.000733693	0.00921817	0.0005404591	0.1413382	0.003591571	0.001935598	0.003096392	0.0009549854	0.006493611	0.01298324	0.102586	0.216095	0.331721	0.0445174	0.0278556	0.277224	0.0576644	0.0537446	0.0634442	0.766874	0.714744	0.843739	-2.85312	-2.92351	-2.75759	2.58768	1.11291
565	-9637.853	-9652.721	14.86842	0.0500803	0.0452452	0.0570449	0.622071	0.577767	0.718248	0.00243388	0.000378411	0.00211087	0.00928968	0.000733693	0.0117403	0.0006050264	0.1486109	0.003591571	0.002720556	0.003387734	0.0007448352	0.007559528	0.01298324	0.282964	0.348584	0.224728	0.0225983	0.0166477	0.104478	0.059558	0.0560835	0.0686676	0.765977	0.721291	0.883134	-2.8208	-2.88091	-2.67848	2.5542	1.00958
566	-9640.575	-9655.172	14.59744	0.0447941	0.045282	0.0614558	0.567949	0.590542	0.779322	0.00226381	0.000415139	0.00283925	0.00928968	0.00119091	0.00935981	0.0005122754	0.1389337	0.003591571	0.003312357	0.002855378	0.001077239	0.007996109	0.01298324	0.252881	0.363209	0.234156	0.0235465	0.0173462	0.108862	0.0531629	0.0560835	0.0732707	0.698324	0.736689	0.962452	-2.9344	-2.88091	-2.61359	2.57532	1.00958
567	-9638.15	-9652.942	14.79214	0.048326	0.0472942	0.0619483	0.56481	0.565363	0.732939	0.00226381	0.000544318	0.00203923	0.00928968	0.00154883	0.0104226	0.0005945169	0.1392024	0.003591571	0.002748455	0.002855378	0.001077239	0.007996109	0.01186361	0.252881	0.363209	0.234156	0.0235465	0.0173462	0.108862	0.0575777	0.0584374	0.0748863	0.6944	0.704767	0.903145	-2.85462	-2.8398	-2.59178	2.48991	1.10808
568	-9638.912	-9653.975	15.06294	0.048326	0.0508713	0.061819	0.576488	0.621879	0.732673	0.00226381	0.000446226	0.0029808	0.00928968	0.00095695	0.00815382	0.000615099	0.1452429	0.003571	0.002229259	0.002855378	0.001577582	0.004196334	0.01186361	0.252635	0.362856	0.233929	0.0235236	0.0183012	0.108756	0.0575777	0.0630314	0.0735477	0.708998	0.776153	0.905648	-2.85462	-2.76412	-2.60982	2.51072	1.0866
569	-9639.085	-9654.32	15.23469	0.048605	0.046662	0.0605747	0.603282	0.60149	0.755971	0.00333482	0.000446226	0.00300825	0.0151995	0.00112349	0.00815382	0.0005889729	0.1492004	0.003571	0.001535115	0.002855378	0.001319233	0.004468448	0.01193393	0.214749	0.308441	0.203628	0.0199959	0.160739	0.0924465	0.0565877	0.0577698	0.0719581	0.735104	0.750458	0.934772	-2.87196	-2.85129	-2.63167	2.56422	1.02889
570	-9638.18	-9653.336	15.15656	0.0557137	0.0427768	0.0583505	0.695628	0.548885	0.727078	0.00333482	0.00061056	0.00300825	0.0151995	0.00112349	0.00815382	0.0005545253	0.1435921	0.003661781	0.002060619	0.003649325	0.001158547	0.004468448	0.009904086	0.177326	0.254691	0.168143	0.190774	0.132728	0.0763365	0.0654736	0.0527079	0.0691778	0.850535	0.684702	0.898655	-2.72611	-2.94299	-2.67107	2.56422	0.993308
571	-9636.626	-9651.659	15.0332	0.0549221	0.0450961	0.0583505	0.692875	0.575067	0.722168	0.00230102	0.00061056	0.00300825	0.0139692	0.00112349	0.00815382	0.0006243079	0.148034	0.003969984	0.002085544	0.003649325	0.001467172	0.004468448	0.01187285	0.129595	0.186135	0.122884	0.408597	0.0970012	0.0557888	0.0657764	0.055607	0.0691778	0.848633	0.717429	0.892518	-2.72149	-2.88945	-2.67107	2.55737	0.896688
572	-9636.406	-9651.386	14.98008	0.0528042	0.0452992	0.0583505	0.648018	0.575067	0.722168	0.00365994	0.000813635	0.00300825	0.0139692	0.00112349	0.00815382	0.0009150186	0.1454814	0.003969984	0.00238438	0.003000098	0.00122484	0.007724277	0.01251951	0.127977	0.17256	0.145082	0.403497	0.0957906	0.0550925	0.0614303	0.055607	0.0691778	0.792561	0.717429	0.892518	-2.78985	-2.88945	-2.67107	2.55737	0.73757
573	-9638.944	-9654.053	15.10913	0.0613239	0.0496685	0.053686	0.706031	0.633549	0.669213	0.00721631	0.000662089	0.00244811	0.00794619	0.00127922	0.00815382	0.0008945899	0.1588893	0.003292929	0.002390657	0.003000098	0.001377667	0.007724277	0.01004781	0.0495641	0.188077	0.158128	0.43978	0.104404	0.0600465	0.0676345	0.061258	0.0640473	0.872606	0.790337	0.826324	-2.69364	-2.79266	-2.74813	2.55737	0.804533
574	-9638.787	-9653.959	15.1721	0.0574819	0.0514774	0.0559814	0.648626	0.62997	0.673713	0.00588882	0.000662089	0.00189216	0.010134	0.00110241	0.00432866	0.0009606503	0.1614489	0.004864135	0.002299703	0.003000098	0.001034702	0.007724277	0.009445566	0.0495641	0.188077	0.158128	0.43978	0.104404	0.0600465	0.0644913	0.0635191	0.0676116	0.798115	0.786084	0.836731	-2.74122	-2.75641	-2.69398	2.51572	0.804533
575	-9637.449	-9652.448	14.99868	0.0593368	0.0512763	0.0578773	0.668716	0.62997	0.697538	0.00588882	0.000461027	0.00165001	0.0072673	0.00110241	0.00169372	0.001044851	0.1574296	0.004864135	0.002299703	0.003419881	0.001403744	0.007724277	0.009445566	0.0537298	0.203884	0.123089	0.476742	0.113179	0.0293764	0.06681	0.0635191	0.0702841	0.82681	0.786084	0.869805	-2.7059	-2.75641	-2.65521	2.51572	0.803474
576	-9637.194	-9652.448	15.25432	0.0610243	0.0513986	0.0541405	0.678065	0.619807	0.644956	0.00588882	0.000583324	0.00124168	0.0072673	0.00157086	0.00137084	0.0009690536	0.1566969	0.003289083	0.001612984	0.003419881	0.001273502	0.008618383	0.01017902	0.0535416	0.20317	0.126161	0.475072	0.112783	0.0292735	0.0689194	0.0635191	0.0661236	0.838497	0.772795	0.804482	-2.67482	-2.75641	-2.71623	2.49867	0.885116
577	-9636.366	-9651.384	15.01804	0.0553638	0.0526963	0.0576035	0.609104	0.6354	0.687088	0.00588882	0.000583324	0.00124168	0.00717421	0.00137608	0.00137084	0.0009690069	0.1512904	0.00363063	0.001862822	0.003419881	0.001273502	0.006372524	0.01198136	0.0535416	0.20317	0.126161	0.475072	0.112783	0.0292735	0.0618438	0.0651412	0.0704523	0.752412	0.79253	0.857146	-2.78314	-2.7312	-2.65282	2.49867	1.06548
578	-9637.556	-9652.48	14.92373	0.0573318	0.0513814	0.0549853	0.674454	0.631083	0.670941	0.00368171	0.000752287	0.00121772	0.00717421	0.00137608	0.00219955	0.0008276551	0.1568387	0.00363063	0.001648942	0.003252548	0.001273502	0.006372524	0.01381705	0.0538788	0.204449	0.126955	0.478065	0.113493	0.0231591	0.0670626	0.0632864	0.0672094	0.8341	0.787133	0.835926	-2.70213	-2.76008	-2.69994	2.52073	1.15242
579	-9637.663	-9652.679	15.0163	0.050443	0.05168	0.0607902	0.549815	0.588627	0.693508	0.00368171	0.00105083	0.00121772	0.00717421	0.00110161	0.00219955	0.0005663306	0.1466434	0.00363063	0.001648942	0.003252548	0.001273502	0.006310862	0.01381705	0.0614786	0.072296	0.0376439	0.512205	0.259825	0.0565509	0.0584516	0.0632864	0.0744656	0.678301	0.734407	0.864135	-2.83956	-2.76008	-2.59742	2.45139	1.12018
580	-9640.155	-9655.038	14.88332	0.0564533	0.0484128	0.0587241	0.678229	0.599746	0.72811	0.00328875	0.00100391	0.00121772	0.00647461	0.000717216	0.00149478	0.0006029572	0.1600005	0.005753995	0.001648942	0.003864264	0.0009462731	0.006871576	0.01058697	0.0727722	0.0707116	0.0368189	0.50098	0.254131	0.064586	0.0664557	0.0592611	0.071883	0.839693	0.748786	0.908269	-2.71122	-2.8258	-2.63272	2.5365	1.09734
581	-9638.868	-9653.783	14.91512	0.0565291	0.0514534	0.0563419	0.646731	0.609788	0.666786	0.00328875	0.00100391	0.00121772	0.00417534	0.000915212	0.00149478	0.0005513003	0.1562464	0.005753995	0.002009078	0.002991561	0.001835201	0.005795607	0.00815086	0.0516769	0.0704734	0.0440067	0.452906	0.303743	0.0771945	0.0665505	0.0630619	0.0689052	0.803195	0.761091	0.831614	-2.70979	-2.76364	-2.67502	2.49064	1.05037
582	-9633.027	-9648.094	15.06773	0.0516769	0.0498866	0.0527672	0.622792	0.603901	0.640422	0.00151509	0.00099306	0.00100554	0.0041647	0.000915212	0.00206416	0.0005654099	0.1480098	0.002966462	0.002009078	0.002991561	0.001440584	0.005795607	0.01045357	0.0507482	0.0692068	0.0148359	0.444766	0.344636	0.0758071	0.0627023	0.0611169	0.0647021	0.773285	0.753732	0.797947	-2.76936	-2.79497	-2.73796	2.51225	1.15286
583	-9636.103	-9650.9	14.79714	0.0569056	0.0498139	0.0550944	0.638612	0.559578	0.61984	0.00151509	0.00102368	0.00125212	0.00466432	0.00117134	0.00361194	0.0005524659	0.1435917	0.004600793	0.002009078	0.003029716	0.001440584	0.008527287	0.009968451	0.0507482	0.0692068	0.0148359	0.444766	0.344636	0.0758071	0.0692381	0.0609878	0.0673029	0.792434	0.698008	0.770285	-2.6702	-2.79708	-2.69855	2.43756	1.15286
584	-9636.502	-9651.239	14.73697	0.0569056	0.0498139	0.0552433	0.666337	0.583926	0.648368	0.00151509	0.00102368	0.00137709	0.00466432	0.00109756	0.00490285	0.0005012886	0.1452365	0.004600793	0.002794866	0.003612998	0.001220649	0.008527287	0.008797936	0.0777939	0.0672349	0.0144132	0.432094	0.334817	0.0736472	0.0692381	0.0609878	0.0673328	0.827091	0.728536	0.804331	-2.6702	-2.79708	-2.69811	2.48036	1.05833
585	-9635.814	-9650.743	14.92936	0.0569056	0.049371	0.0559444	0.689704	0.600956	0.669285	0.00151509	0.000766367	0.00207818	0.00652197	0.00147035	0.00490285	0.0004947948	0.1452365	0.004600793	0.00268933	0.002600701	0.001408526	0.005560916	0.01146438	0.0737668	0.0860656	0.0136671	0.409726	0.317485	0.0992897	0.0692381	0.0607558	0.0673328	0.853978	0.749357	0.830478	-2.6702	-2.80089	-2.69811	2.51235	1.02154
586	-9640.261	-9654.726	14.46429	0.0532612	0.0489848	0.0559444	0.660458	0.612967	0.689255	0.00174707	0.000813933	0.00207818	0.00652197	0.00147035	0.00546014	0.0004554636	0.1396237	0.004878349	0.00268933	0.004014686	0.001408526	0.008804359	0.007587451	0.0737668	0.0860656	0.0136671	0.409726	0.317485	0.0992897	0.0643926	0.0602136	0.0673328	0.81742	0.76437	0.854744	-2.74276	-2.80986	-2.69811	2.54115	1.15849
